Beige
Oliva
Verde chiaro
Verde scuro
Grigio chiaro
Oliva scuro
Fango
Bluviola
Blu scuro
Marrone chiaro
Giallo chiaro
Turchese
Oliva chiaro
Marrone scuro
Noce
Viola scuro
Panna
Argento
Albicocca
Rosa chiaro
Arancione chiaro
Azzurro chiaro
Beige chiaro
Bordo
Lilla
Multicolore
Turchese scuro
Oro
Azzurro scuro
Arancione scuro
Tomato
Turchese chiaro
